registros,I_Cmp,I_Und
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO (GLOBAL)
1,CIMENTO REFRATÁRIO,"SACA C/42,5"
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,PEÇAS
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),UD
1,REGULADOR CRESCIMENTO PLANTA,5 KG
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,CADEIRAS
1,CIMENTO ORTOPÉDICO,FR C/ 50 G.
1,CIMENTO RESINOSO,KIT.
1,CIMENTO ORTOPÉDICO,FR C/ 20 G
1,CIMENTO REFRATÁRIO,SACO 50 KG.
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,UNI
1,UTENSILIO CONJUGADO COM UNIDADE DE AQUECIMENTO DE ALIMENTO,UM
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,DIVERSOS
1,CIMENTO PORTLAND,"FARDO 64,00 RO"
1,CIMENTO ORTOPÉDICO,QUILO
1,REGULADOR CRESCIMENTO PLANTA,GALÕES DE 1 LITROS
1,CIMENTO REFRATÁRIO,SACO (50 KG)
1,CIMENTO DE IONÔMERO DE VIDRO,DUZ.
1,CIMENTO REFRATÁRIO,PCT.
1,CIMENTO PORTLAND,"10,00"
1,CIMENTO REFRATÁRIO,PACOTE C/ 25 KG
1,CIMENTO IONÔMERO VIDRO,UM
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,U
1,REGULADOR CRESCIMENTO PLANTA,GALÃO COM 5 LITROS
1,REGULADOR CRESCIMENTO PLANTA,PACOTE COM 1 KG
1,CIMENTO REFRATÁRIO,SACO C/20K
1,CIMENTO ORTOPÉDICO,ET.
1,CIMENTO REFRATÁRIO,SACO C/ 25 KG
1,CIMENTO PORTLAND,RL
1,CIMENTO REFRATÁRIO,SACO 18KG
1,CIMENTO REFRATÁRIO,SACO 50 QUILOS
1,CIMENTO PORTLAND,SACO(50KG)
1,CIMENTO DE IONÔMERO DE VIDRO,CAIXA  50 UNIDADES
1,CIMENTO ORTOPÉDICO,FRASCO COM 20ML
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,SERVICO
1,CIMENTO DE IONÔMERO DE VIDRO,CAIXA C/ 01 BISNAGA
1,CIMENTO PORTLAND,SC/
1,CIMENTO BRANCO,__KG
1,CONDUTO DE CIMENTO - AMIANTO,SACO 20 KG
1,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,1
1,USINA DE SOLO CIMENTO,SC 50 KG
1,CIMENTO PORTLAND,1110
1,CIMENTO BRANCO,PT
1,CIMENTO PORTLAND,SCO.
1,CIMENTO ORTOPÉDICO,ES
1,EQUIPAMENTO CONJUGADO COM UNIDADE DE  AQUECIMENTO DE ALIMENTO,KIT
1,CIMENTO ORTOPÉDICO,ENV.
1,CIMENTO RESINOSO,PCT
1,CIMENTO DE IONÔMERO DE VIDRO,DUZ
1,CIMENTO PORTLAND,SACO C/ 40 KG
1,CIMENTO BRANCO,"BARRA 12,00 M"
1,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,U
1,CIMENTO REFRATÁRIO,"SACO 25,00 KG"
1,CIMENTO IONÔMERO VIDRO,JOGOS
1,"MESA COM AQUECIMENTO PORTATIL - COZINHAR, ASSAR E SERVIR ALIMENTO",UMA
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,50000
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA % ADMINISTRAÇÃO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO (TAXA DE ADM
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA (SERVIÇO)
1,INJECOES DE CIMENTO (OBRAS CIVIS),SACO 50 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,POSTOS
1,TUBO DE CIMENTO - AMIANTO,UND.
1,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,MILHEIRO
1,COMPONENTE BOMBA ABASTECIMENTO,UND.
1,CIMENTO BRANCO,CX.
1,CIMENTO REFRATÁRIO,SACO C/25 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO - TX DE ADM
1,CIMENTO REFRATÁRIO,UNID. - SACO C/ 50KG
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,L
1,CIMENTO PORTLAND,TONELADA
1,CIMENTO BRANCO,PCT C/100GR
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,PEÇA
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 500ML
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,ANO DE PRESTAÇÃO DE
1,CIMENTO REFRATÁRIO,SACO DE 50 KGS
1,CIMENTO BRANCO,SACO (1 KG)
1,CIMENTO PORTLAND,"SC, 50 KG"
1,BUJÃO ÓLEO ABASTECIMENTO,UNID.
1,BUJÃO ÓLEO ABASTECIMENTO,JG
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,M LINEAR
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,SER
1,CIMENTO REFRATÁRIO,SC 20K
1,TUBO DE CIMENTO - AMIANTO,TB
1,COMPONENTE DO SISTEMA DE ABASTECIMENTO EM VOO,UN
1,CIMENTO IONÔMERO VIDRO,"FRASCO 30,00 G"
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,UD
1,COMPONENTE BOMBA ABASTECIMENTO,CAIXA 4 UNIDADES
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO(S)
1,CIMENTO PORTLAND,DEZ
1,CIMENTO REFRATÁRIO,SC C/ 20 KG
1,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,UM
1,CIMENTO PORTLAND,850
1,REGULADOR CRESCIMENTO PLANTA,KILOGRAMA
1,CONEXAO HIDRAULICA - CIMENTO,LATA
1,CIMENTO PORTLAND,SACAO
1,CIMENTO REFRATÁRIO,SUPER DOURADO
1,CIMENTO PORTLAND,SACO C/ 05 KG
1,REGULADOR CRESCIMENTO PLANTA,PACOTE 500 GRAMAS
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM 5G
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VALOR GLOBAL-TX ADM
1,CIMENTO PORTLAND,SACO 15 KG
1,CIMENTO REFRATÁRIO,VIDRO
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,PECA
1,CIMENTO BRANCO,SACO C/ 10 KG
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO COM 90 GRAMAS
1,CIMENTO ORTOPÉDICO,CX C/6 UN
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,UNID
1,REGULADOR CRESCIMENTO PLANTA,FRASCO COM 100 G
1,CIMENTO DE IONÔMERO DE VIDRO,TB.
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,UNDN
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,UNDF
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 10G
1,CACAROLA DE AQUECIMENTO DE COLA,UM
1,HASTE DE UNIAO DE SISTEMA DE PRE - AQUECIMENTO DE MOTOR A GASOLINA,UND
1,USINA DE SOLO CIMENTO,TON
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO 30 G
1,CIMENTO BRANCO,U
1,CIMENTO BRANCO,SV
1,COMPONENTE BOMBA ABASTECIMENTO,UN.
1,CIMENTO PORTLAND,UM.
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,UNIDADE/LITRO
1,CIMENTO PORTLAND,SÇ
1,CIMENTO IONÔMERO VIDRO,"FRASCO 60,00 ML"
1,CIMENTO PORTLAND,SACO C/ 20 KG
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,PACOTE DE SERVIÇO
1,CIMENTO DE IONÔMERO DE VIDRO,VD
1,CIMENTO PORTLAND,1168
1,CIMENTO REFRATÁRIO,BALDE DE 18 L
1,CIMENTO REFRATÁRIO,SACOS DE 25 KG
1,BUJÃO ÓLEO ABASTECIMENTO,PECAS
1,CIMENTO RESINOSO,LT
1,PORTINHOLA ESQUERDA / DIREITA SISTEMA PRE - AQUECIMENTO DE CILINDRO,PEÇA
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 250G
1,CIMENTO DE IONÔMERO DE VIDRO,UN 100G
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITRAGEM
1,CIMENTO BRANCO,SACO DE 1KG.
1,CIMENTO BRANCO,474
1,TUBO DE CIMENTO AMIANTO,PECAS
1,COMPONENTE BOMBA ABASTECIMENTO,CAIXA
1,CIMENTO ORTOPÉDICO,SC (SACO DE 20 KG)
1,CIMENTO BRANCO,M2
1,CIMENTO REFRATÁRIO,S/U
1,ESTUDOS E PROJETOS DE SISTEMAS DE AQUECIMENTO,UN
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 5 GRAMAS
1,CIMENTO ORTOPÉDICO,POTE COM 24G
1,CIMENTO PORTLAND,50KG
1,CIMENTO PORTLAND,"ROLO 250,00 M"
1,CIMENTO REFRATÁRIO,SACO 60 KG
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,SERVIÇO DE INSTALAÇÃ
1,INJECOES DE CIMENTO (OBRAS CIVIS),KG
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,PÇ.
1,CIMENTO REFRATÁRIO,SACO COM 50 KILOS
1,CONEXAO HIDRAULICA - CIMENTO,BARRAS
1,CIMENTO REFRATÁRIO,SACO 25 QUILOGRAMAS
1,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,UN.
1,CIMENTO BRANCO,SACO DE 1 KG
1,CIMENTO PORTLAND,SC 50KG CIMENTO
1,CIMENTO PORTLAND,SACOS DE 25 KGS.
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,FRASCO
1,CIMENTO PORTLAND,SACAS 50KG
1,REGULADOR CRESCIMENTO PLANTA,ENVELOPE
1,CIMENTO ORTOPÉDICO,PCT
1,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,EQUIPO
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,CX
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,BARRA
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,MOTORS CENTER
1,CIMENTO DE IONÔMERO DE VIDRO,U
1,CIMENTO ORTOPÉDICO,"50,00 G"
1,COMPONENTE BOMBA ABASTECIMENTO,EQUIPAMENTO
1,CIMENTO REFRATÁRIO,METRO
1,CIMENTO PORTLAND,SACOS C/ 50KG
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,UNIDADE.
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA PERCENTUAL
1,CIMENTO PORTLAND,SACO 60KG
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,1
1,CIMENTO REFRATÁRIO,POTE DE 20G
1,CIMENTO ORTOPÉDICO,CAIXA C/ DUAS PASTA
1,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,PEÇA
1,REGULADOR CRESCIMENTO PLANTA,CAIXA COM 100G
1,CIMENTO REFRATÁRIO,BALDES
1,CIMENTO PORTLAND,SC50KG
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGENS 10 GRAMAS
1,CIMENTO PORTLAND,SACO/50KG
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,EA
1,CIMENTO BRANCO,MS
1,CIMENTO REFRATÁRIO,SACO DE 20 KG/
1,INJECOES DE CIMENTO (OBRAS CIVIS),M³
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,MESES
1,CIMENTO PORTLAND,SACO C/ 50
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,SM
1,CIMENTO BRANCO,GALAO.
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,VB
1,CACAROLA DE AQUECIMENTO DE COLA,PACOTE
1,CIMENTO REFRATÁRIO,FRASCO 10GR
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,UNID
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 5 GR
1,CIMENTO BRANCO,LATA C/ 18 LITROS
1,CIMENTO DE IONÔMERO DE VIDRO,VIDRO
1,CIMENTO PORTLAND,70 SACAS
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO/MES
1,CIMENTO PORTLAND,SACO COM 60KG
1,COMPONENTE BOMBA ABASTECIMENTO,UND
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,R$/MÊS (GASOLINA)
1,CIMENTO PORTLAND,UND.
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 5 GRAMAS
1,CIMENTO REFRATÁRIO,PT
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO C/ 2 ML
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TX. (%) ADMIN.MENSAL
1,CIMENTO PORTLAND,SOCO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,REAL
1,CIMENTO DE IONÔMERO DE VIDRO,BISNAGA C/ 90G.
1,CIMENTO REFRATÁRIO,CX.
1,CIMENTO REFRATÁRIO,SC C/ 5 KG
1,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,UNI
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO 4 G
1,CIMENTO BRANCO,"1,34"
1,CIMENTO PORTLAND,SACO  - 50 KG
1,CIMENTO PORTLAND,SACO C/ 50 GK
1,CIMENTO PORTLAND,280
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),PCT
1,CIMENTO PORTLAND,1210
1,CIMENTO PORTLAND,1220
1,CIMENTO REFRATÁRIO,SC C/50KG
1,CIMENTO IONÔMERO VIDRO,FRASCO C/ 8ML
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VLR GLOBAL ANUAL(R$)
1,CIMENTO DE IONÔMERO DE VIDRO,TUBO 90G
1,CIMENTO REFRATÁRIO,SACO 45 KG
1,COMPONENTE BOMBA ABASTECIMENTO,CX
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,PCA
1,TAMPA TUBO ABASTECIMENTO,UIND.
1,CIMENTO REFRATÁRIO,SC 25 KG
1,CIMENTO REFRATÁRIO,TB
1,EQUIPAMENTO PARA ENDURECIMENTO DE METAL,PÇ
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,.
1,REGULADOR CRESCIMENTO PLANTA,FRASCO COM 25 G
1,CIMENTO PORTLAND,1800
1,CIMENTO PORTLAND,SACOQ
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,UN.
1,CIMENTO REFRATÁRIO,KITS
1,CIMENTO BRANCO,LATA C/ 18 LITROS.
1,CIMENTO REFRATÁRIO,"SACO 40,00 KG"
1,CIMENTO IONÔMERO VIDRO,"FRASCO C/ 6,5ML (6,2"
1,USINA DE SOLO CIMENTO,T
1,CIMENTO PORTLAND,SX
1,CUBA DE CIMENTO PARA PIA,KG
1,REGULADOR CRESCIMENTO PLANTA,SACOS 25 KG
1,REGULADOR CRESCIMENTO PLANTA,BLD
1,CIMENTO PORTLAND,"CAIXA 50,00 UN"
1,CIMENTO PORTLAND,"SC C/ 42,5 KG"
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,LITRO
1,REGULADOR CRESCIMENTO PLANTA,GR
1,CIMENTO PORTLAND,"7,50"
1,CONEXAO DE CIMENTO AMIANTO,UND
1,EQUIPAMENTO CONJUGADO COM UNIDADE DE  AQUECIMENTO DE ALIMENTO,PÇ
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VALOR SERVIÇO GLOBAL
1,CIMENTO REFRATÁRIO,SACO DE 50 QUILOS
1,CIMENTO PORTLAND,SACAO ( 50KG )
1,CIMENTO BRANCO,SCO
1,CUBA DE CIMENTO PARA PIA,PC
1,CIMENTO PORTLAND,1368
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,CONJUNTO
1,TUBO DE CIMENTO - AMIANTO,BA
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,1
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,PCA
1,CIMENTO BRANCO,PACOTE COM 1 KG
1,CIMENTO BRANCO,SACO COM 01 KG.
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,UNID.
1,CIMENTO REFRATÁRIO,KT
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,1
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERV / MÊS
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,PE
1,REGULADOR CRESCIMENTO PLANTA,CAIXA COM 100 GRAMAS
1,CIMENTO IONÔMERO VIDRO,FRASCO 10ML
1,CIMENTO PORTLAND,JOGO
1,CIMENTO REFRATÁRIO,UND 50KG
1,CIMENTO REFRATÁRIO,SACAS C/ 50 KG
1,BUJÃO ÓLEO ABASTECIMENTO,PEÇAS
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TOTAL C/TAXA DE ADM
1,TAMPA TUBO ABASTECIMENTO,P¿
1,CIMENTO ORTOPÉDICO,1
1,CIMENTO REFRATÁRIO,(KG)
1,PAINEL DE CIMENTO - AMIANTO,UNIDADE
1,TUBO DE CIMENTO - AMIANTO,METROS
1,CIMENTO REFRATÁRIO,SC C/ 50KG
1,CIMENTO ORTOPÉDICO,FR 50 GR
1,CIMENTO DE IONÔMERO DE VIDRO,DZ.
1,CIMENTO PORTLAND,SACO C/ 42.5 KG
1,CIMENTO BRANCO,SACO COM 01KG
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,UNIT
1,USINA DE SOLO CIMENTO,SACA 50KG
1,CIMENTO PORTLAND,SACO/50KG.
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,LTS
1,REGULADOR CRESCIMENTO PLANTA,FRASCO C/ 500 ML
1,BUJÃO ÓLEO ABASTECIMENTO,PECA
1,CIMENTO ORTOPÉDICO,CONJ. C/20ML
1,BUJÃO ÓLEO ABASTECIMENTO,UNI.
1,CIMENTO ORTOPÉDICO,CAIXA C/ 1 UND
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,POR CENTO
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),QUILOGRAMA
1,CIMENTO PORTLAND,KLS.
1,CIMENTO DE IONÔMERO DE VIDRO,PCTE
1,CONDUTOR SUPERIOR ARREFECIMENTO AR - VEICULO  AUTOMOTIVO,MT
1,CIMENTO DE IONÔMERO DE VIDRO,DUZIASE
1,CIMENTO IONÔMERO VIDRO,KITS
1,REGULADOR CRESCIMENTO PLANTA,PACOTE 1 KG
1,CIMENTO PORTLAND,SC COM 50 KG
1,BUJÃO ÓLEO ABASTECIMENTO,TB
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 1L
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM COM 01 LIT
1,CIMENTO REFRATÁRIO,METRO CÚBICO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,R$/MÊS (ÁLCOOL)
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,TB
1,CIMENTO BRANCO,SACO DE 05KG
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM DE 20 KG
1,CIMENTO REFRATÁRIO,UN3
